,c_0,c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,c_13,c_14,c_15,c_16,c_17,c_18,c_19,c_20
34,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,34,,,-0.4986358325424547,0,627.75,0,84.75,1,0.0,14.9,0,대구광역시,수성구,U,0.0,,2015,H
35,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,35,,,-0.4883890801404436,0,637.25,0,84.75,1,0.0,14.9,0,대구광역시,수성구,U,0.0,,2015,H
36,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,36,,,-0.5088825849444658,0,624.0,0,84.75,1,0.0,14.9,0,대구광역시,수성구,U,0.0,,2015,H
37,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,37,,,-0.4986358325424547,0,632.0,0,84.75,1,0.0,14.9,0,대구광역시,수성구,U,0.0,,2015,H
38,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,38,,,-0.4986358325424547,0,633.75,0,85.5,1,0.0,14.9,0,대구광역시,수성구,U,0.0,,2015,H
39,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,39,,,-0.5088825849444658,0,628.75,0,85.5,1,0.0,14.9,0,대구광역시,수성구,U,0.0,,2015,H
40,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,40,,,-0.4883890801404436,0,632.75,0,85.5,1,0.0,14.9,0,대구광역시,수성구,U,0.0,,2015,H
41,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,41,,,-0.5088825849444658,0,634.0,0,85.5,1,0.0,14.9,0,대구광역시,수성구,U,0.0,,2015,H
42,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,42,,,-0.4986358325424547,0,626.75,0,85.5,1,0.0,14.9,0,대구광역시,수성구,U,0.0,,2015,H
43,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,43,,,-0.4986358325424547,0,635.25,0,85.5,1,0.0,14.9,0,대구광역시,수성구,U,0.0,,2015,H
44,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,44,,,-0.5088825849444658,0,627.25,0,85.5,1,0.0,14.9,0,대구광역시,수성구,U,0.0,,2015,H
45,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,45,,,-0.4986358325424547,0,625.75,0,85.5,1,0.0,14.9,0,대구광역시,수성구,U,0.0,,2015,H
46,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,46,,,-0.5191293373464768,0,618.5,0,86.25,1,0.0,14.9,0,대구광역시,수성구,U,0.0,,2015,H
47,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,47,,,-0.5088825849444658,0,623.75,0,86.25,1,0.0,14.9,0,대구광역시,수성구,U,0.0,,2015,H
48,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,48,,,-0.5088825849444658,0,632.25,0,86.25,1,0.0,14.9,0,대구광역시,수성구,U,0.0,,2015,H
49,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,49,,,-0.5088825849444658,0,628.75,0,86.25,1,0.0,14.9,0,대구광역시,수성구,U,0.0,,2015,H
50,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,50,,,-0.5088825849444658,0,631.75,0,86.25,1,0.0,14.9,0,대구광역시,수성구,U,0.0,,2015,H
51,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,51,,,-0.5088825849444658,0,628.5,0,86.25,1,0.0,14.9,0,대구광역시,수성구,U,0.0,,2015,H
52,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,52,,,-0.5088825849444658,0,628.0,0,86.25,1,0.0,14.9,0,대구광역시,수성구,U,0.0,,2015,H
53,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,53,,,-0.5088825849444658,0,627.0,0,86.25,1,0.0,14.9,0,대구광역시,수성구,U,0.0,,2015,H
54,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,54,,,-0.5088825849444658,0,630.5,0,87.0,1,0.0,14.9,0,대구광역시,수성구,U,0.0,,2015,H
55,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,55,,,-0.5088825849444658,0,629.75,0,87.0,1,0.0,14.9,0,대구광역시,수성구,U,0.0,,2015,H
56,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,56,,,-0.5088825849444658,0,635.0,0,87.0,1,0.0,14.9,0,대구광역시,수성구,U,0.0,,2015,H
57,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,57,,,-0.5088825849444658,0,630.0,0,87.0,1,0.0,14.9,0,대구광역시,수성구,U,0.0,,2015,H
58,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,58,,,-0.5191293373464768,0,616.25,0,87.0,1,0.0,14.6,0,대구광역시,수성구,U,0.0,,2015,H
59,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,59,,,-0.5088825849444658,0,624.75,0,87.0,1,0.0,14.6,0,대구광역시,수성구,U,0.0,,2015,H
60,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,60,0.0,0.0,-0.5191293373464768,0,622.0,0,87.0,1,0.0,14.6,0,대구광역시,수성구,U,0.0,,2015,H
61,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,61,,,-0.5088825849444658,0,630.5,0,87.75,1,0.0,14.6,0,대구광역시,수성구,U,0.0,,2015,H
62,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,62,,,-0.5191293373464768,0,625.5,0,87.75,1,0.0,14.6,0,대구광역시,수성구,U,0.0,,2015,H
63,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,63,,,-0.5088825849444658,0,623.25,0,87.75,1,0.0,14.6,0,대구광역시,수성구,U,0.0,,2015,H
64,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,64,,,-0.5088825849444658,0,623.25,0,87.75,1,0.0,14.6,0,대구광역시,수성구,U,0.0,,2015,H
65,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,65,,,-0.5191293373464768,0,620.0,0,87.75,1,0.0,14.6,0,대구광역시,수성구,U,0.0,,2015,H
66,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,66,,,-0.4986358325424547,0,636.75,0,87.75,1,0.0,14.6,0,대구광역시,수성구,U,0.0,,2015,H
67,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,67,,,-0.5191293373464768,0,619.5,0,87.75,1,0.0,14.6,0,대구광역시,수성구,U,0.0,,2015,H
68,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,68,,,-0.4986358325424547,0,630.25,0,87.75,1,0.0,14.6,0,대구광역시,수성구,U,0.0,,2015,H
69,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,69,,,-0.5191293373464768,0,625.0,0,88.5,1,0.0,14.6,0,대구광역시,수성구,U,0.0,,2015,H
70,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,70,,,-0.5088825849444658,0,625.5,0,88.5,1,0.0,14.6,0,대구광역시,수성구,U,0.0,,2015,H
71,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,71,,,-0.5088825849444658,0,626.25,0,88.5,1,0.0,14.6,0,대구광역시,수성구,U,0.0,,2015,H
72,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,72,,,-0.5088825849444658,0,625.5,0,88.5,1,0.0,14.6,0,대구광역시,수성구,U,0.0,,2015,H
73,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,73,,,-0.4986358325424547,0,634.5,0,88.5,1,0.0,14.6,0,대구광역시,수성구,U,0.0,,2015,H
74,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,74,,,-0.5088825849444658,0,638.75,0,88.5,1,0.0,14.6,0,대구광역시,수성구,U,0.0,,2015,H
75,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,75,,,-0.5191293373464768,0,624.5,0,88.5,1,0.0,14.6,0,대구광역시,수성구,U,0.0,,2015,H
76,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,76,,,-0.5088825849444658,0,634.5,0,88.5,1,0.0,15.0,0,대구광역시,수성구,U,0.0,,2015,H
77,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,77,,,-0.5088825849444658,0,630.75,0,89.25,1,0.0,15.1,0,대구광역시,수성구,U,0.0,,2015,H
78,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,78,,,-0.5191293373464768,0,619.75,1,89.25,1,0.0,15.1,0,대구광역시,수성구,U,0.0,,2015,H
79,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,79,,,-0.4678955753364215,0,607.0,1,89.25,1,0.0,15.1,0,대구광역시,수성구,U,0.0,,2015,H
80,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,80,,,-0.40641506092435503,0,581.5,1,89.25,1,0.0,15.5,0,대구광역시,수성구,U,0.0,,2015,H
81,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,81,,,-0.3654280513163107,0,631.75,1,89.25,1,0.0,15.4,0,대구광역시,수성구,U,0.0,,2015,H
82,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,82,,,-0.3551812989142997,0,638.25,1,89.25,1,0.0,15.4,0,대구광역시,수성구,U,0.0,,2015,H
83,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,83,,,-0.3449345465122886,0,643.5,1,89.25,1,0.0,15.4,0,대구광역시,수성구,U,0.0,,2015,H
84,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,84,,,-0.3551812989142997,0,640.0,1,89.25,1,0.0,15.4,0,대구광역시,수성구,U,0.0,,2015,H
85,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,85,,,-0.3654280513163107,0,635.75,1,89.25,1,0.0,15.4,0,대구광역시,수성구,U,0.0,,2015,H
86,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,86,,,-0.37567480371832185,0,623.5,1,89.25,1,0.0,15.4,0,대구광역시,수성구,U,0.0,,2015,H
87,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,87,,,-0.37567480371832185,0,634.5,1,90.0,1,0.0,15.4,0,대구광역시,수성구,U,0.0,,2015,H
88,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,88,,,-0.3551812989142997,0,648.75,1,90.0,1,0.0,15.4,0,대구광역시,수성구,U,0.0,,2015,H
89,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,89,,,-0.37567480371832185,0,637.0,1,90.0,1,0.0,15.3,0,대구광역시,수성구,U,0.0,,2015,H
90,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,90,0.0,0.0,-0.37567480371832185,0,637.5,1,90.0,1,0.0,15.1,0,대구광역시,수성구,U,0.0,,2015,H
91,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,91,,,-0.3859215561203329,0,630.75,1,90.0,1,0.0,15.1,0,대구광역시,수성구,U,0.0,,2015,H
92,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,92,,,-0.3859215561203329,0,629.75,1,90.0,1,0.0,15.0,0,대구광역시,수성구,U,0.0,,2015,H
93,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,93,,,-0.3859215561203329,0,640.5,1,90.0,1,0.0,15.0,0,대구광역시,수성구,U,0.0,,2015,H
94,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,94,,,-0.3859215561203329,0,660.5,1,90.0,1,0.0,15.0,0,대구광역시,수성구,U,0.0,,2015,H
95,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,95,,,-0.4166618133263661,0,641.25,1,90.0,1,0.0,15.1,0,대구광역시,수성구,U,0.0,,2015,H
96,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,96,,,-0.4269085657283772,0,627.5,1,90.0,1,0.0,15.3,0,대구광역시,수성구,U,0.0,,2015,H
97,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,97,,,-0.4269085657283772,0,635.0,1,90.0,1,0.0,15.0,0,대구광역시,수성구,U,0.0,,2015,H
98,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,98,,,-0.43715531813038827,0,629.75,1,90.0,1,0.0,15.0,0,대구광역시,수성구,U,0.0,,2015,H
99,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,99,,,-0.4269085657283772,0,641.25,1,90.0,1,0.0,15.0,0,대구광역시,수성구,U,0.0,,2015,H
100,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,100,,,-0.43715531813038827,0,630.25,1,90.0,1,0.0,15.0,0,대구광역시,수성구,U,0.0,,2015,H
101,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,101,,,-0.43715531813038827,0,632.75,1,90.75,1,0.0,13.9,0,대구광역시,수성구,U,0.0,,2015,H
102,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,102,,,-0.4474020705323993,0,626.25,1,90.0,1,0.0,13.9,0,대구광역시,수성구,U,0.0,,2015,H
103,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,103,,,-0.43715531813038827,0,638.25,1,90.75,1,0.0,13.9,0,대구광역시,수성구,U,0.0,,2015,H
104,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,104,,,-0.4474020705323993,0,630.75,1,90.75,1,0.0,13.9,0,대구광역시,수성구,U,0.0,,2015,H
105,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,105,,,-0.4474020705323993,0,625.75,1,90.75,1,0.0,-4.1000000000000005,0,대구광역시,수성구,U,0.0,,2015,H
106,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,106,,,-0.4474020705323993,0,619.5,1,90.75,1,0.0,-2.2,0,대구광역시,수성구,U,0.0,,2015,H
107,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,107,,,-0.4474020705323993,0,617.5,1,90.75,1,0.0,2.0,0,대구광역시,수성구,U,0.0,,2015,H
108,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,108,,,-0.4269085657283772,0,633.5,1,90.75,1,0.0,2.8000000000000003,0,대구광역시,수성구,U,0.0,,2015,H
109,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,109,,,-0.43715531813038827,0,639.0,1,90.75,1,0.0,2.8000000000000003,0,대구광역시,수성구,U,0.0,,2015,H
110,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,110,,,-0.4269085657283772,0,637.25,1,90.75,1,0.0,2.9000000000000004,0,대구광역시,수성구,U,0.0,,2015,H
111,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,111,,,-0.4474020705323993,0,627.25,1,90.75,1,0.0,2.9000000000000004,0,대구광역시,수성구,U,0.0,,2015,H
112,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,112,,,-0.4166618133263661,0,654.25,1,90.75,1,0.0,2.9000000000000004,0,대구광역시,수성구,U,0.0,,2015,H
113,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,113,,,-0.4474020705323993,0,637.5,1,90.75,1,0.0,3.0,0,대구광역시,수성구,U,0.0,,2015,H
114,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,114,,,-0.43715531813038827,0,643.25,1,90.75,1,0.0,3.0,0,대구광역시,수성구,U,0.0,,2015,H
115,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,115,,,-0.4781423277384325,0,616.5,1,90.75,1,0.0,3.0,0,대구광역시,수성구,U,0.0,,2015,H
116,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,116,,,-0.4678955753364215,0,617.5,1,90.75,1,0.0,3.2,0,대구광역시,수성구,U,0.0,,2015,H
117,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,117,,,-0.4576488229344105,0,630.25,1,90.75,1,0.0,3.4000000000000004,0,대구광역시,수성구,U,0.0,,2015,H
118,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,118,,,-0.4576488229344105,0,636.0,1,90.75,1,0.0,3.5,0,대구광역시,수성구,U,0.0,,2015,H
119,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,119,,,-0.4474020705323993,0,644.25,1,90.75,1,0.0,3.5,0,대구광역시,수성구,U,0.0,,2015,H
120,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,120,0.0,0.0,-0.4678955753364215,0,634.5,1,90.75,1,0.0,3.5,0,대구광역시,수성구,U,0.0,,2015,H
121,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,121,,,-0.4781423277384325,0,619.75,1,90.75,1,0.0,3.5,0,대구광역시,수성구,U,0.0,,2015,H
122,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,122,,,-0.4883890801404436,0,618.75,1,90.75,1,0.0,3.5,0,대구광역시,수성구,U,0.0,,2015,H
123,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,123,,,-0.4883890801404436,0,612.0,1,90.75,1,0.0,3.5,0,대구광역시,수성구,U,0.0,,2015,H
124,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,124,,,-0.4678955753364215,0,630.0,1,90.75,1,0.0,3.5,0,대구광역시,수성구,U,0.0,,2015,H
125,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,125,,,-0.4678955753364215,0,631.0,1,90.75,1,0.0,3.5,0,대구광역시,수성구,U,0.0,,2015,H
126,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,126,,,-0.4678955753364215,0,628.75,1,90.75,1,0.0,3.5,0,대구광역시,수성구,U,0.0,,2015,H
127,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,127,,,-0.4576488229344105,0,633.75,1,90.75,1,0.0,3.5,0,대구광역시,수성구,U,0.0,,2015,H
128,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,128,,,-0.4678955753364215,0,632.0,1,90.75,1,0.0,3.5,0,대구광역시,수성구,U,0.0,,2015,H
129,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,129,,,-0.4781423277384325,0,620.0,1,90.75,1,0.0,3.5,0,대구광역시,수성구,U,0.0,,2015,H
130,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,130,,,-0.4781423277384325,0,620.25,1,90.75,1,0.0,3.5,0,대구광역시,수성구,U,0.0,,2015,H
131,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,131,,,-0.4576488229344105,0,632.25,1,90.75,1,0.0,3.5,0,대구광역시,수성구,U,0.0,,2015,H
132,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,132,,,-0.4576488229344105,0,631.5,1,90.75,1,0.0,3.5,0,대구광역시,수성구,U,0.0,,2015,H
133,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,133,,,-0.4576488229344105,0,629.75,1,90.75,1,0.0,3.5,0,대구광역시,수성구,U,0.0,,2015,H
134,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,134,,,-0.4576488229344105,0,628.0,1,90.75,1,0.0,3.5,0,대구광역시,수성구,U,0.0,,2015,H
135,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,135,,,-0.4576488229344105,0,631.0,1,90.75,1,0.0,3.5,0,대구광역시,수성구,U,0.0,,2015,H
136,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,136,,,-0.4678955753364215,0,620.0,1,90.75,1,0.0,3.5,0,대구광역시,수성구,U,0.0,,2015,H
137,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,137,,,-0.4678955753364215,0,622.25,1,90.75,1,0.0,3.5,0,대구광역시,수성구,U,0.0,,2015,H
138,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,138,,,-0.4678955753364215,0,629.5,1,90.75,1,0.0,3.5,0,대구광역시,수성구,U,0.0,,2015,H
139,c4ff97b04d087c97fd9bcee05672ade6,2016-04-24 19:56:57,139,,,-0.4678955753364215,0,630.75,1,90.75,1,0.0,3.5,0,대구광역시,수성구,U,0.0,,2015,H
